payment_id,timestamp,currency,amount,amount_cad,channel,customer_segment,customer_risk_tier,sender_country,receiver_country,cross_border,sender_bic,receiver_bic,sender_id,receiver_id,payment_purpose,sanctions_flag,rule_high_value,rule_cb_high,rule_high_risk_country,date,rule_velocity,date_dt,near_threshold,rule_structuring,flagged
7988,2024-01-25 08:15:00,JPY,2338267.23,25720.94,SWIFT,Corporate,Medium,AE,RU,1,QYPESGJXK8C,MWWTNLP7ZRI,12529,38627,FX Transfer,0,0,0,1,2024-01-25,0,2024-01-25,0,0,1
988,2024-03-23 23:06:00,EUR,27057.41,39774.39,SWIFT,Retail,Medium,DK,GB,1,EECXJPTMW3N,IRAISEJHRDI,12530,36007,Tax Payment,0,0,0,0,2024-03-23,0,2024-03-23,0,0,0
9976,2024-09-01 23:47:00,USD,50753.0,68516.55,SWIFT,Retail,Medium,ZA,TR,1,NYAHGB2XEF1,ZUWIFRNSSIE,12531,38656,FX Transfer,0,0,0,0,2024-09-01,0,2024-09-01,0,0,0
6867,2025-04-25 12:48:00,INR,14085280.11,225364.48,SWIFT,Retail,Low,HK,SE,1,VANVARUAGE9,ZQVSTR7ARSW,12531,36743,Internal Transfer,0,1,1,0,2025-04-25,0,2025-04-25,0,0,1
9130,2025-07-15 15:55:00,AUD,63678.93,57311.04,SWIFT,Retail,Low,SG,ZA,1,SPHXNZ0BA49,CYDZAEPQ5HN,12531,21806,Payroll,0,0,0,0,2025-07-15,0,2025-07-15,0,0,0
9642,2025-01-04 02:35:00,GBP,6940.08,11936.94,WIRE,Corporate,Medium,UA,PL,1,JLNFTR2NHB7,JEYWITI05OF,12533,22721,Vendor Settlement,0,0,0,0,2025-01-04,0,2025-01-04,0,0,0
5392,2024-04-16 20:18:00,CNY,609173.46,115742.96,SWIFT,SMB,Low,UA,SE,1,LOZPPLJJGEV,EYFCMX7RSCO,12534,27964,Vendor Settlement,0,1,1,0,2024-04-16,0,2024-04-16,0,0,1
7019,2024-04-15 08:06:00,CNY,885045.21,168158.59,SWIFT,SMB,Medium,HK,UA,1,IIPYTRRGCWU,NYQANOCUK8A,12536,24174,Internal Transfer,0,1,1,1,2024-04-15,0,2024-04-15,0,0,1
2222,2024-01-08 14:33:00,AUD,123629.15,111266.24,WIRE,Corporate,Low,NZ,FR,1,KRCWCATQGGV,GXFNIES0NWX,12538,31668,Internal Transfer,0,1,1,0,2024-01-08,0,2024-01-08,0,0,1
1460,2024-01-11 13:25:00,INR,4451534.55,71224.55,RTP,SMB,High,AE,PL,1,OJASRUPY8TT,ELGMCH8OHNF,12539,28363,Internal Transfer,0,0,0,0,2024-01-11,0,2024-01-11,0,0,0
6153,2024-05-20 18:01:00,EUR,66716.01,98072.53,ACH,SMB,Medium,AU,CA,1,SGNLSAFXMUV,IVXPBRGL3QO,12539,28055,Invoice Payment,0,0,1,0,2024-05-20,0,2024-05-20,1,0,1
6428,2025-01-24 23:17:00,AUD,115773.18,104195.86,SWIFT,Retail,Low,DK,US,1,HFBWUAVVMQT,IHWCUA1B3G5,12542,32421,Tax Payment,0,1,1,0,2025-01-24,0,2025-01-24,0,0,1
5634,2025-05-22 11:53:00,EUR,100894.04,148314.24,WIRE,Retail,Low,IN,AE,1,XRXZESRWQ7S,MFYQUA8Q1X4,12542,34154,Vendor Settlement,0,1,1,0,2025-05-22,0,2025-05-22,0,0,1
9680,2024-04-25 16:13:00,USD,196747.2,265608.72,SWIFT,SMB,Low,IT,AU,1,LVMCITAVVIC,DETRHK9DEMN,12543,26951,Vendor Settlement,0,1,1,0,2024-04-25,0,2024-04-25,0,0,1
4635,2024-08-22 23:14:00,JPY,2108277.06,23191.05,SWIFT,Retail,Low,RU,IE,1,LBCGDK8CO2W,RSCNGBDW5CP,12544,26645,Vendor Settlement,0,0,0,0,2024-08-22,0,2024-08-22,0,0,0
389,2024-12-01 00:12:00,USD,1103.48,1489.7,SEPA,Private Banking,Low,CH,ES,1,AQNBSG0C36V,XQTOSAHFHPZ,12546,20498,Invoice Payment,0,0,0,0,2024-12-01,0,2024-12-01,0,0,0
6887,2025-01-15 17:05:00,INR,4715669.07,75450.71,SWIFT,Private Banking,Low,ZA,RU,1,FFDHJPY2HX0,TCAEDEASMNY,12546,28289,FX Transfer,0,0,1,1,2025-01-15,0,2025-01-15,0,0,1
7984,2025-02-04 11:16:00,JPY,17819737.56,196017.11,SWIFT,Corporate,Low,HK,NZ,1,QPVLNLKAITM,ZANFAEVPJUQ,12546,37813,Vendor Settlement,0,1,1,0,2025-02-04,0,2025-02-04,0,0,1
7455,2025-04-01 13:53:00,AUD,87437.64,78693.88,SWIFT,Corporate,Low,SG,CH,1,RNYHUSUQ1H0,OGBHNLSYKA9,12548,33722,Payroll,0,0,1,0,2025-04-01,0,2025-04-01,0,0,1
5277,2024-01-18 20:33:00,CNY,326568.16,62047.95,WIRE,SMB,Low,TR,NO,1,HGVJAUA4PHS,BWIASGDACP8,12551,30492,FX Transfer,0,0,0,0,2024-01-18,0,2024-01-18,0,0,0
4732,2024-10-06 00:09:00,JPY,18347912.93,201827.04,SWIFT,Retail,Low,TR,DK,1,QWWDRUTTVTK,CQVMNZB3C5B,12551,24662,Tax Payment,0,1,1,0,2024-10-06,0,2024-10-06,0,0,1
6366,2025-05-23 16:50:00,JPY,2641010.77,29051.12,SWIFT,SMB,Medium,ES,NZ,1,WFJGGBJOHBV,KRHNIEQACLR,12551,23645,Invoice Payment,0,0,0,0,2025-05-23,0,2025-05-23,0,0,0
4162,2024-01-24 12:25:00,CNY,381908.61,72562.64,ACH,Retail,Low,SE,SE,0,ACUMIEE05JA,CIUFSGC39HA,12553,20793,Invoice Payment,0,0,0,0,2024-01-24,0,2024-01-24,0,0,0
1799,2024-11-08 21:08:00,AUD,158203.97,142383.57,SEPA,Retail,Low,CN,SE,1,BMNRMXFSARV,HDFHGBEDFE2,12553,37738,Invoice Payment,0,1,1,0,2024-11-08,0,2024-11-08,0,0,1
3931,2024-12-18 03:51:00,JPY,6226504.42,68491.55,SWIFT,Retail,Low,JP,SG,1,LOIWAU1HUE9,WQORIE2U6A5,12555,37896,Vendor Settlement,0,0,0,0,2024-12-18,0,2024-12-18,0,0,0
4705,2025-07-09 01:23:00,CNY,529726.15,100647.97,SWIFT,Private Banking,Low,ZA,NO,1,DLZGTRWVA3K,RCFBUAQRB48,12555,28455,Payroll,0,1,1,0,2025-07-09,0,2025-07-09,0,0,1
3628,2025-07-15 06:51:00,GBP,42066.46,72354.31,SWIFT,Retail,Medium,DK,NO,1,HAJSCNZLKC4,GGDOPLQRY9D,12556,30853,Internal Transfer,0,0,0,0,2025-07-15,0,2025-07-15,0,0,0
6278,2024-01-11 01:35:00,INR,3485342.83,55765.49,SWIFT,Retail,Low,CA,BR,1,FXNTUATXLVG,TNBTZAT8L9X,12557,24193,Loan Repayment,0,0,0,0,2024-01-11,0,2024-01-11,0,0,0
6052,2025-07-01 12:38:00,AUD,90401.38,81361.24,WIRE,Retail,Low,IE,NL,1,XKCZJPWP24G,VRPWCA4IKL3,12558,21134,Vendor Settlement,0,0,1,0,2025-07-01,0,2025-07-01,0,0,1
1337,2025-09-12 08:28:00,USD,86224.28,116402.78,ACH,Corporate,Low,HK,SA,1,SFEUNZXZSFN,WAAUHKLCHEP,12559,25358,Tax Payment,0,1,1,0,2025-09-12,0,2025-09-12,0,0,1
9736,2024-11-08 14:51:00,CAD,142948.09,142948.09,SWIFT,Retail,Low,JP,JP,0,EYEZJPRPKFL,OBRIBRMGW6U,12560,22783,Remittance,0,1,0,0,2024-11-08,0,2024-11-08,0,0,1
3437,2024-03-22 14:13:00,INR,1516530.21,24264.48,SWIFT,Corporate,Low,SG,SA,1,NKZGJPLCNXE,ADBQMXNEALB,12561,35244,Payroll,0,0,0,0,2024-03-22,0,2024-03-22,0,0,0
6474,2024-02-09 07:39:00,INR,11209344.22,179349.51,WIRE,SMB,Low,SA,ZA,1,NMKRPLBQRNA,VMPZSGOPS0A,12562,21969,Invoice Payment,0,1,1,0,2024-02-09,0,2024-02-09,0,0,1
1143,2025-01-30 03:51:00,EUR,130280.13,191511.79,SWIFT,Retail,Medium,IT,PL,1,CZNWIN1U85X,BMMZSA5JMNN,12562,37664,Loan Repayment,0,1,1,0,2025-01-30,0,2025-01-30,0,0,1
2796,2024-10-07 22:28:00,USD,71601.35,96661.82,SEPA,SMB,Low,NZ,MX,1,HDCVAELPNA1,OWFCIN8N7TH,12564,37831,Vendor Settlement,0,0,1,0,2024-10-07,0,2024-10-07,1,0,1
9098,2025-01-06 18:06:00,USD,8651.65,11679.73,ACH,Retail,Low,DE,IT,1,DZJTGBGMNSD,WJXMAETSZFZ,12564,25469,Internal Transfer,0,0,0,0,2025-01-06,0,2025-01-06,0,0,0
93,2025-03-29 23:28:00,USD,64798.24,87477.62,ACH,Retail,Low,IE,ZA,1,VPOQSETN6KR,VAIEZANVAM5,12564,26510,Internal Transfer,0,0,1,0,2025-03-29,0,2025-03-29,0,0,1
4848,2024-03-29 09:28:00,INR,9077631.15,145242.1,SWIFT,Retail,Low,NZ,AR,1,SWROFRH8QNA,JORWTRFWPVI,12565,26734,Payroll,0,1,1,0,2024-03-29,0,2024-03-29,0,0,1
542,2024-02-06 05:29:00,INR,3841028.4,61456.45,SWIFT,Corporate,Medium,IN,JP,1,DPSUFRESL5P,BYHKCAMXV61,12566,39141,Tax Payment,0,0,0,0,2024-02-06,0,2024-02-06,0,0,0
5670,2024-11-06 11:59:00,CNY,1064112.32,202181.34,SWIFT,Retail,Medium,NO,DK,1,TTADAUE11V1,QEKZNO4VUW0,12566,28621,Payroll,0,1,1,0,2024-11-06,0,2024-11-06,0,0,1
6422,2025-04-03 09:45:00,USD,35669.3,48153.56,SWIFT,Retail,Medium,HK,NO,1,ATPGCACJMNB,TCKXCNWAAUQ,12567,30071,Internal Transfer,0,0,0,0,2025-04-03,0,2025-04-03,0,0,0
3448,2025-05-12 04:01:00,CAD,25632.07,25632.07,SWIFT,Retail,Medium,IN,NZ,1,IUOXAEM9YEQ,UEKCDKOPID7,12567,23585,FX Transfer,0,0,0,0,2025-05-12,0,2025-05-12,0,0,0
6416,2024-07-02 03:28:00,CNY,119776.52,22757.54,SWIFT,Retail,Low,SG,CH,1,IVRWSG7H9CL,SPNGBRLXNJ7,12568,38061,Invoice Payment,0,0,0,0,2024-07-02,0,2024-07-02,0,0,0
1562,2024-07-01 18:50:00,AUD,65776.12,59198.51,ACH,Retail,High,ZA,NO,1,JKUTJPT83IY,UZQQGBEO1LN,12569,29023,Remittance,0,0,0,0,2024-07-01,0,2024-07-01,0,0,0
9039,2024-06-29 06:45:00,GBP,22914.25,39412.51,SWIFT,SMB,Low,CA,NZ,1,DXMCAUSLM4W,ZMBBAEKLWX2,12570,27255,Remittance,0,0,0,0,2024-06-29,0,2024-06-29,0,0,0
6749,2024-03-03 15:01:00,CAD,61395.09,61395.09,ACH,SMB,Low,IN,CH,1,PEBLCABXJK1,NTBINOLEKDX,12571,33725,Remittance,0,0,0,0,2024-03-03,0,2024-03-03,0,0,0
2052,2024-01-03 06:29:00,GBP,118502.69,203824.63,SWIFT,Corporate,Medium,CA,GB,1,ZTFXSGP75QN,AGGUBRZ0UJS,12573,23204,Remittance,0,1,1,0,2024-01-03,0,2024-01-03,0,0,1
9341,2024-12-25 11:38:00,GBP,17258.1,29683.93,WIRE,Retail,Low,AE,HK,1,YYDXBR8SMHA,IVGWNZ2V7TP,12574,23918,Loan Repayment,0,0,0,0,2024-12-25,0,2024-12-25,0,0,0
1499,2025-03-14 18:46:00,EUR,135707.9,199490.61,WIRE,Retail,High,AE,CH,1,VWKJPLLJIF5,ORRKNLNOFC7,12574,25549,Vendor Settlement,0,1,1,0,2025-03-14,0,2025-03-14,0,0,1
9331,2025-02-19 03:58:00,AUD,161330.4,145197.36,SWIFT,Corporate,Low,MX,SE,1,KEYVCABHOYH,DZSONOGOSVP,12578,23226,Tax Payment,0,1,1,0,2025-02-19,0,2025-02-19,0,0,1
3815,2024-11-14 05:17:00,CAD,83593.74,83593.74,SWIFT,Retail,Low,PL,IT,1,DWVTNZ7GZ8S,ISJSJPZ3Q4O,12579,27092,Vendor Settlement,0,0,1,0,2024-11-14,0,2024-11-14,0,0,1
8207,2025-09-24 17:04:00,CNY,352991.72,67068.43,SWIFT,Retail,Medium,CH,HK,1,TSOYIE6N115,YHEHARH9N6W,12579,37455,Loan Repayment,0,0,0,0,2025-09-24,0,2025-09-24,0,0,0
3282,2025-04-08 07:10:00,INR,2851960.92,45631.37,SEPA,Retail,High,NL,NL,0,PKCPMXCKT0M,IUCJPLYFCO5,12580,24623,Payroll,0,0,0,0,2025-04-08,0,2025-04-08,0,0,0
4569,2024-04-22 22:01:00,AUD,25831.24,23248.12,SWIFT,Retail,Low,SA,SA,0,VVGBFR7AK6J,OYSGSGS0IIH,12582,32964,Payroll,0,0,0,0,2024-04-22,0,2024-04-22,0,0,0
1,2024-06-24 04:25:00,CNY,382902.88,72751.55,SWIFT,Private Banking,Low,FR,HK,1,BNJBSAHDPIT,BOYQMX8UO9B,12583,33192,Invoice Payment,0,0,0,0,2024-06-24,0,2024-06-24,0,0,0
2820,2024-04-27 10:49:00,INR,12943921.84,207102.75,SWIFT,Retail,Low,NO,TR,1,ZZEGNLK70NI,RNPQUSWG3XK,12584,24756,Payroll,0,1,1,0,2024-04-27,0,2024-04-27,0,0,1
7598,2025-04-29 23:00:00,CNY,95624.0,18168.56,RTP,Retail,Low,HK,SG,1,INGOJPOQ6MB,RQXTHK54Y5X,12584,27462,Loan Repayment,0,0,0,0,2025-04-29,0,2025-04-29,0,0,0
9520,2025-06-16 05:45:00,GBP,9467.1,16283.41,SWIFT,SMB,Medium,TR,NO,1,AKZCZAX3LGH,LPEBTRELHR4,12585,23653,FX Transfer,0,0,0,0,2025-06-16,0,2025-06-16,0,0,0
3780,2024-04-13 06:05:00,EUR,138823.98,204071.25,WIRE,SMB,Low,CN,NO,1,BBMDJPL0CNS,JARDAUN0DMR,12586,38982,Loan Repayment,0,1,1,0,2024-04-13,0,2024-04-13,0,0,1
1098,2024-04-28 17:09:00,JPY,3909099.48,43000.09,WIRE,Retail,Low,AU,HK,1,BTVLAUQVE0R,JIQFARINRDZ,12586,35468,Payroll,0,0,0,0,2024-04-28,0,2024-04-28,0,0,0
5184,2024-08-25 22:33:00,INR,4777339.36,76437.43,SWIFT,Retail,High,NO,GB,1,ZEXTAUKMJXJ,CGMMITS3X5W,12586,35380,Tax Payment,0,0,1,0,2024-08-25,0,2024-08-25,0,0,1
3755,2024-03-26 19:13:00,JPY,16770043.59,184470.48,ACH,Retail,Low,PL,AU,1,PHHFAUSW69N,FUHSARSLU7T,12587,23983,Invoice Payment,0,1,1,0,2024-03-26,0,2024-03-26,0,0,1
3987,2024-11-18 16:09:00,CAD,24796.21,24796.21,SWIFT,Retail,Low,IT,PL,1,KTZZSEL1NC6,EVSZRUZ8YA0,12587,24166,Loan Repayment,0,0,0,0,2024-11-18,0,2024-11-18,0,0,0
6932,2025-03-18 11:01:00,JPY,1537087.95,16907.97,ACH,SMB,Low,IN,IN,0,DEWPCAU8F1L,ZLBSPL6V9YK,12587,28057,Invoice Payment,0,0,0,0,2025-03-18,0,2025-03-18,0,0,0
8221,2025-08-15 03:43:00,CNY,173375.24,32941.3,WIRE,Retail,High,IT,CN,1,FSJVUAPYHMN,PWLSCA1QEFF,12587,20727,Invoice Payment,0,0,0,0,2025-08-15,0,2025-08-15,0,0,0
5582,2024-01-05 09:12:00,INR,7758439.2,124135.03,SWIFT,Retail,Medium,US,NZ,1,LSHDCAGEN2T,KZJODEFVGKW,12588,39258,Loan Repayment,0,1,1,0,2024-01-05,0,2024-01-05,0,0,1
7965,2024-04-02 11:40:00,CNY,1147449.66,218015.44,SWIFT,Retail,Low,CH,AR,1,ATFNDK5T8XS,PKTDSGW35F9,12588,30472,Vendor Settlement,0,1,1,0,2024-04-02,0,2024-04-02,0,0,1
9905,2024-02-18 00:57:00,GBP,148588.4,255572.05,ACH,SMB,Low,AR,SE,1,DURVUA6QFE6,ZCRQZALL0OP,12589,21965,Payroll,0,1,1,0,2024-02-18,0,2024-02-18,0,0,1
4981,2024-09-23 22:49:00,INR,13755260.96,220084.18,ACH,Retail,Low,TR,SA,1,XECQITLUATZ,JUXCAUB9Q6W,12589,34112,Payroll,0,1,1,0,2024-09-23,0,2024-09-23,0,0,1
5345,2025-03-07 23:55:00,EUR,107259.52,157671.49,ACH,Retail,Low,FR,BR,1,ONNKNLMDH2I,HZFUAUAHPU4,12589,22505,Tax Payment,0,1,1,0,2025-03-07,0,2025-03-07,0,0,1
3705,2025-09-09 17:52:00,EUR,131568.66,193405.93,ACH,Retail,Low,HK,SA,1,JVTXZAX6R0T,RSLJNOBQXBK,12589,28861,Vendor Settlement,0,1,1,0,2025-09-09,0,2025-09-09,0,0,1
6029,2025-04-10 11:28:00,CAD,25009.99,25009.99,ACH,Retail,Low,ZA,RU,1,AWFEIEC7YLC,VGMZARE1JZW,12591,25227,Tax Payment,0,0,0,1,2025-04-10,0,2025-04-10,0,0,1
1631,2025-05-11 20:52:00,USD,4809.22,6492.45,SEPA,Retail,Low,HK,CN,1,ZFFFRU2S47M,UKZKDEATEN0,12592,38308,Tax Payment,0,0,0,0,2025-05-11,0,2025-05-11,0,0,0
4700,2025-01-16 05:22:00,CAD,107001.56,107001.56,RTP,SMB,Medium,SG,GB,1,CXRLAUL5YKM,QEETCHR68ZL,12593,20176,Loan Repayment,0,1,1,0,2025-01-16,0,2025-01-16,0,0,1
1916,2024-05-04 04:12:00,INR,9235449.87,147767.2,ACH,SMB,Medium,DK,NO,1,VXEPES9C9YH,XDKNTRBW99B,12594,26975,Vendor Settlement,0,1,1,0,2024-05-04,0,2024-05-04,0,0,1
7318,2025-05-28 13:34:00,JPY,18117233.02,199289.56,SWIFT,SMB,Medium,AE,NL,1,JWPFMXZUKD2,QBYVCNVPWMV,12594,24588,Tax Payment,0,1,1,0,2025-05-28,0,2025-05-28,0,0,1
8321,2025-09-20 22:49:00,INR,10489612.24,167833.8,SWIFT,Retail,Low,CN,IE,1,CHCNMXR7CDG,ZDUNSAZOX6J,12596,21432,Loan Repayment,0,1,1,0,2025-09-20,0,2025-09-20,0,0,1
5636,2024-03-31 02:36:00,JPY,3659682.04,40256.5,ACH,Corporate,Medium,GB,CA,1,HCYBDK0A0ST,ADNVZAHC2FM,12598,30754,Loan Repayment,0,0,0,0,2024-03-31,0,2024-03-31,0,0,0
3719,2024-08-24 10:15:00,INR,7862228.94,125795.66,SWIFT,Corporate,Low,CH,NO,1,CEWSRUZPHOO,LYPWSATKT1G,12598,28139,Payroll,0,1,1,0,2024-08-24,0,2024-08-24,0,0,1
6667,2025-02-24 08:43:00,GBP,25390.34,43671.38,SWIFT,SMB,Low,HK,IE,1,GFJMSG1TGXH,XNEPZANPXMN,12598,23070,FX Transfer,0,0,0,0,2025-02-24,0,2025-02-24,0,0,0
5870,2024-05-03 05:20:00,CNY,481971.32,91574.55,SWIFT,Retail,Medium,SG,AR,1,HCKCAEZBCZN,VPJDNO9TVT2,12599,21122,Payroll,0,0,1,0,2024-05-03,0,2024-05-03,0,0,1
9151,2024-10-24 15:39:00,GBP,61930.51,106520.48,WIRE,Retail,Low,HK,DK,1,NEHENZCYIX2,OHVVGB8MX36,12599,37125,Payroll,0,1,1,0,2024-10-24,0,2024-10-24,0,0,1
2440,2025-07-30 11:32:00,JPY,18206404.3,200270.45,SWIFT,Retail,Low,HK,BR,1,FAFOESJB1N3,HWFNJPG0ZNO,12600,33649,Invoice Payment,0,1,1,0,2025-07-30,0,2025-07-30,0,0,1
9377,2024-05-02 14:51:00,INR,3831272.95,61300.37,SWIFT,Private Banking,Low,ZA,SG,1,PTGBSEY1Q87,YWFNTRQLL5O,12602,24584,Tax Payment,0,0,0,0,2024-05-02,0,2024-05-02,0,0,0
458,2024-11-12 13:45:00,EUR,134645.86,197929.41,SWIFT,Retail,Low,UA,NZ,1,KLCGTRHJCWY,WETGSAATTHJ,12602,25627,Tax Payment,0,1,1,0,2024-11-12,0,2024-11-12,0,0,1
6643,2024-09-06 21:15:00,INR,8510084.24,136161.35,SWIFT,Retail,Low,IT,HK,1,LLCHBRMDZBT,WEHHAU7S2G1,12605,29155,Tax Payment,0,1,1,0,2024-09-06,0,2024-09-06,0,0,1
1151,2024-04-15 23:44:00,AUD,158438.05,142594.24,SWIFT,Retail,Medium,IE,MX,1,FJWGTRI55RQ,VINBRUUZG7Q,12606,31041,Invoice Payment,0,1,1,0,2024-04-15,0,2024-04-15,0,0,1
1013,2024-12-14 00:27:00,CNY,1105442.89,210034.15,WIRE,Retail,Low,IT,CH,1,YACYESW4410,EHISHKQ3SA3,12606,29922,Vendor Settlement,0,1,1,0,2024-12-14,0,2024-12-14,0,0,1
2713,2025-04-22 05:50:00,GBP,73858.91,127037.33,ACH,SMB,Medium,PL,CN,1,JFLZITSLTUH,NLQCSGDZK5H,12606,21795,Invoice Payment,0,1,1,0,2025-04-22,0,2025-04-22,0,0,1
8244,2024-03-25 14:26:00,GBP,66891.35,115053.12,SWIFT,Retail,Low,AR,SG,1,XLGBCHD0ZL3,ACMJMXAY9V1,12608,33726,Invoice Payment,0,1,1,0,2024-03-25,0,2024-03-25,0,0,1
8591,2024-11-06 06:51:00,AUD,90137.17,81123.45,SWIFT,Retail,Low,JP,IE,1,NTFGESBBL08,AXGOUSL25QA,12609,34680,Invoice Payment,0,0,1,0,2024-11-06,0,2024-11-06,0,0,1
5603,2025-04-02 18:18:00,EUR,55971.01,82277.38,SWIFT,Retail,Low,AR,MX,1,JMAKPL25WCF,WOHCJPSH12I,12609,23344,Vendor Settlement,0,0,1,0,2025-04-02,0,2025-04-02,0,0,1
7814,2025-08-24 06:15:00,EUR,146107.92,214778.64,RTP,Retail,Low,FR,TR,1,JVJUPLCAS3V,LPGQZALXAIY,12609,24316,Remittance,0,1,1,0,2025-08-24,0,2025-08-24,0,0,1
4624,2024-09-30 10:08:00,GBP,68388.63,117628.44,WIRE,Retail,Low,DE,AE,1,MVMVJPPA8SR,EYZRCNYX1RS,12610,29870,Invoice Payment,0,1,1,0,2024-09-30,0,2024-09-30,0,0,1
9590,2024-02-05 00:00:00,AUD,157467.86,141721.07,ACH,SMB,Medium,SA,IE,1,EQIOJPO0K3Z,UWKMIEBCQHZ,12613,31007,Internal Transfer,0,1,1,0,2024-02-05,0,2024-02-05,0,0,1
5594,2025-09-04 02:08:00,JPY,9400425.48,103404.68,SWIFT,Corporate,Low,SE,ES,1,EBMRBRC9LGZ,JZXVESLGAHT,12613,29018,FX Transfer,0,1,1,0,2025-09-04,0,2025-09-04,0,0,1
4510,2024-04-28 00:33:00,AUD,146471.67,131824.5,ACH,Retail,Low,JP,PL,1,HIWDUAJTCYQ,KFPCHKUP6QL,12615,39063,Loan Repayment,0,1,1,0,2024-04-28,0,2024-04-28,0,0,1
6299,2024-11-07 02:04:00,INR,3418862.78,54701.8,WIRE,Retail,Low,DE,CN,1,LZTTPL76PPK,VTCPIEI8ZVX,12615,28838,Remittance,0,0,0,0,2024-11-07,0,2024-11-07,0,0,0
7099,2024-11-20 11:04:00,CAD,49981.02,49981.02,SWIFT,Retail,Low,JP,NZ,1,RSGHSA6ATSI,ORUQTRV69HX,12615,27082,Invoice Payment,0,0,0,0,2024-11-20,0,2024-11-20,0,0,0
223,2024-07-15 17:53:00,CAD,115192.98,115192.98,SWIFT,SMB,Low,FR,SG,1,OXPLUAAVEN5,PLWVGB0XDRZ,12618,24997,Payroll,0,1,1,0,2024-07-15,0,2024-07-15,0,0,1
3663,2024-04-08 15:32:00,CNY,691983.64,131476.89,SWIFT,Retail,Low,ZA,IT,1,WKVNHKBVJMP,XAAASGKCC4E,12619,29501,Vendor Settlement,0,1,1,0,2024-04-08,0,2024-04-08,0,0,1
5741,2025-03-13 01:43:00,USD,165436.93,223339.86,SWIFT,Retail,Low,IT,CN,1,KPAPTRD3WLG,VEVVDE3WSJF,12620,25093,Tax Payment,0,1,1,0,2025-03-13,0,2025-03-13,0,0,1
5915,2024-10-02 21:59:00,CNY,254919.77,48434.76,SWIFT,Corporate,Low,HK,NO,1,WUEDZAQ3851,VMMVAE4HM5H,12621,30478,Loan Repayment,0,0,0,0,2024-10-02,0,2024-10-02,0,0,0
856,2024-11-20 00:01:00,CAD,26750.66,26750.66,RTP,Corporate,Low,NZ,NO,1,XLDMFRJ0H82,FLPTNZNKG3L,12621,28779,FX Transfer,0,0,0,0,2024-11-20,0,2024-11-20,0,0,0
2482,2025-04-29 14:26:00,AUD,90054.67,81049.2,SWIFT,SMB,Low,UA,SE,1,ZJAJTR9OHON,MNKWIET5J1W,12621,39703,Tax Payment,0,0,1,0,2025-04-29,0,2025-04-29,0,0,1
463,2025-07-25 17:11:00,CAD,131013.21,131013.21,ACH,Retail,Low,AR,IE,1,CIHNNZIP3L8,CXBPINZ6M86,12621,22791,Invoice Payment,0,1,1,0,2025-07-25,0,2025-07-25,0,0,1
8837,2024-03-20 03:00:00,CAD,40085.87,40085.87,ACH,Retail,Medium,IE,MX,1,IEUACH1OKB4,JWQQUAHQXIR,12622,26264,Internal Transfer,0,0,0,0,2024-03-20,0,2024-03-20,0,0,0
910,2024-09-23 15:48:00,USD,66328.45,89543.41,RTP,Retail,Low,ZA,SE,1,NXBFDEFTAPV,NANXCN3T13I,12624,25095,Internal Transfer,0,0,1,0,2024-09-23,0,2024-09-23,0,0,1
1129,2024-05-31 19:21:00,CAD,129447.14,129447.14,SWIFT,Retail,Low,GB,NL,1,FBOYZAPPIJE,NKMJBR84MIE,12625,31144,Remittance,0,1,1,0,2024-05-31,0,2024-05-31,0,0,1
1287,2024-09-17 21:02:00,USD,134682.26,181821.05,SWIFT,Retail,Medium,SG,PL,1,IAJACH73ZFW,QDHJUS84O8C,12625,33525,Tax Payment,0,1,1,0,2024-09-17,0,2024-09-17,0,0,1
675,2024-05-29 14:00:00,INR,4634659.76,74154.56,SWIFT,Private Banking,Low,AU,SG,1,GERDSGG8FBB,VXHIJP2ET7T,12627,34444,Invoice Payment,0,0,0,0,2024-05-29,0,2024-05-29,0,0,0
8740,2024-04-21 02:22:00,CNY,140627.44,26719.21,SEPA,SMB,Low,DK,ZA,1,HOKGDENQ41P,KGHENZULQA5,12628,35406,FX Transfer,0,0,0,0,2024-04-21,0,2024-04-21,0,0,0
6908,2025-06-07 02:10:00,USD,44525.77,60109.79,SWIFT,Corporate,Low,AU,SA,1,MHXPHKSVNBY,KNXZCAYN6TA,12628,21852,Payroll,0,0,0,0,2025-06-07,0,2025-06-07,0,0,0
8408,2024-02-18 20:34:00,INR,2450787.59,39212.6,ACH,SMB,Medium,MX,GB,1,AMLCHKFBZ16,FTIAAUFFCLM,12630,21139,Remittance,0,0,0,0,2024-02-18,0,2024-02-18,0,0,0
7586,2025-09-24 07:47:00,INR,207714.04,3323.42,SWIFT,Retail,Medium,UA,PL,1,SGXFDEY9ZHR,CPHNUSBG82G,12632,34220,Payroll,0,0,0,0,2025-09-24,0,2025-09-24,0,0,0
8166,2024-05-23 04:52:00,AUD,63129.79,56816.81,ACH,Retail,Low,GB,SG,1,HIPLFR1XE4S,MBOBUA4DV35,12633,24241,Loan Repayment,0,0,0,0,2024-05-23,0,2024-05-23,0,0,0
2590,2025-03-29 13:12:00,AUD,152354.9,137119.41,SWIFT,Retail,Low,NO,SG,1,TZYMSG2AABF,HFFNBRWBQXL,12633,24949,Remittance,0,1,1,0,2025-03-29,0,2025-03-29,0,0,1
